Species,Abbreviation,Climatic type,Subfamily,C3/C4,decimalLatitude,decimalLongitude
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.216667,0.766667
Andropogon chinensis,Ach,tropical,Panicoideae,C4,12.033333,0.35
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.236111,2.563889
Andropogon chinensis,Ach,tropical,Panicoideae,C4,7.783333,2.166667
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.85,1.5
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.366667,0.983333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.133333,-5.516667
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.833333,1.533333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9,13.183333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-4,30.05
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.166667,-4.166667
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.266667,2.183333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.266667,2.183333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,7.153333,1.926167
Andropogon chinensis,Ach,tropical,Panicoideae,C4,4.9,38.15
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-2.089667,10.479
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.866667,1.516667
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.17968,2.2805
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.68781,1.68394
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.72806,1.72885
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.15581,2.18363
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.84652,1.70275
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.17956,2.28137
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.63273,1.73198
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.73029,1.72722
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.18,2.2972
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-12.295286,17.544676
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.75,-2.933
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.05,-1.417
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.75,-2.933
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.05,-1.417
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.05,-1.417
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.05,-1.417
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.05,-1.417
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.15,-2.05
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.783,-0.367
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.75,-2.933
Andropogon chinensis,Ach,tropical,Panicoideae,C4,24.68123,105.334672
Andropogon chinensis,Ach,tropical,Panicoideae,C4,23.9022,106.618742
Andropogon chinensis,Ach,tropical,Panicoideae,C4,26.890689,102.110335
Andropogon chinensis,Ach,tropical,Panicoideae,C4,26.655322,102.244617
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.32,-5.32
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-15.83,35.69
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.17,-4.17
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.73,-2.87
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.05,-2.57
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.7,-2.87
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.5,-5.45
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.35,-4.52
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.28,-3.15
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.2,-4.77
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.37,-1.52
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.235,2.558
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9,2.25
Andropogon chinensis,Ach,tropical,Panicoideae,C4,7.816,2.2
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.8333,1.55
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.7,1.6666
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.006551,34.868726
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.006551,34.868726
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.23,1.17
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.11,0.3
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.48,-1.29
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.47,-1.28
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.24,-2.31
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.1,-0.05
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.15,-2.04
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.08,-1.32
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.48,-1.29
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9,-0.32
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.05,-0.19
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.52,-0.37
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.22,-1.31
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.36,-0.31
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.2,-0.18
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.23,-1.59
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.56,-0.29
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.38,-0.11
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.25,0.01
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.52,0.06
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.49,-1.29
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.52,-1.59
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.42,-2.47
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.01,-2.24
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.23,-1.59
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.3,-0.17
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.05,-1.49
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.12,-2.13
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.38,-0.11
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.12,-2.13
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.23,1.17
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.11,0.3
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.48,-1.29
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.47,-1.28
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.24,-2.31
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.1,-0.05
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.13,-2.04
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.08,-1.32
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.48,-1.29
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9,-0.32
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.05,-0.19
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.52,-0.37
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.22,-1.31
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.36,-0.31
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.2,-0.18
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.25,-1.59
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.38,-0.11
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.25,0.01
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.52,0.06
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.49,-1.29
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.52,-1.59
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.42,-2.47
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.01,-2.24
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.23,-1.59
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.03,-0.32
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.3,-0.17
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.05,-1.49
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.12,-2.13
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.38,-0.11
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.15,-2.17
Andropogon chinensis,Ach,tropical,Panicoideae,C4,7.46,-0.03
Andropogon chinensis,Ach,tropical,Panicoideae,C4,7.46,-0.03
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8,-0.1
Andropogon chinensis,Ach,tropical,Panicoideae,C4,6.19,0.05
Andropogon chinensis,Ach,tropical,Panicoideae,C4,5.33,-0.13
Andropogon chinensis,Ach,tropical,Panicoideae,C4,5.39,-0.11
Andropogon chinensis,Ach,tropical,Panicoideae,C4,5.4,-0.06
Andropogon chinensis,Ach,tropical,Panicoideae,C4,5.08,-1.21
Andropogon chinensis,Ach,tropical,Panicoideae,C4,5.4,-0.06
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.12,-2.13
Andropogon chinensis,Ach,tropical,Panicoideae,C4,6.405,-0.4
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.17,-3.09
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.1,-4.1
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-28.875,22.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.625,-0.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-4.125,30.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.375,-1.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.875,-1.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-4.125,40.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-3.125,38.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-3.125,38.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-3.625,39.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-7.875,34.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-9.875,34.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-3.375,38.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-17.875,25.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-16.625,27.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-20.375,30.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-16.875,30.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-16.875,30.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-11.625,30.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-15.375,35.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.375,30.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.125,28.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-17.875,25.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-20.375,28.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.625,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.875,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.125,30.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.625,32.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-20.375,28.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.125,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-20.125,31.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-17.625,32.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-17.625,32.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.875,29.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.375,25.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.625,35.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-9.625,16.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-9.625,16.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-11.625,34.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-11.125,17.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-17.875,29.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-23.875,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-23.875,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.625,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.125,31.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.875,32.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-27.125,22.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,30.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-28.375,22.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,29.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,29.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.875,19.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.875,19.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-22.875,28.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-23.875,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.125,30.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,30.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-27.375,23.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-27.375,23.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-26.125,30.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-26.125,31.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-26.125,27.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-26.125,31.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-26.125,31.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-27.625,23.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,31.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.125,31.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,28.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-23.625,28.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.375,27.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.375,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-26.125,31.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.875,27.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,28.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.625,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.875,21.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.375,28.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,30.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-20.375,21.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.875,27.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.875,30.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-23.625,28.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,31.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-22.375,30.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.125,28.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.875,25.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.375,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.625,17.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-27.125,22.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,29.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,29.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.375,31.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-22.625,17.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.125,15.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-26.375,31.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-26.125,27.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.625,14.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.625,28.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-22.625,31.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.375,31.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,27.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.375,28.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,29.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-22.625,31.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.625,17.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.875,13.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-20.625,16.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-22.625,17.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.625,17.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-18.875,19.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.375,18.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.625,18.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-22.375,17.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-28.375,22.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,29.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,29.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,29.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,29.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.625,27.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.375,27.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.125,27.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,30.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.625,28.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.125,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-23.875,28.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,29.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,27.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.875,26.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.875,28.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.125,27.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,29.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.125,31.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-22.375,29.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.625,28.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,29.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-23.625,30.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.125,28.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.625,27.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.375,29.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-21.125,27.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-21.125,27.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-21.125,27.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-28.375,22.875
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.625,17.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.875,18.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-24.125,29.625
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-27.375,23.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-25.625,27.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-22.375,30.125
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-23.875,30.375
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.18333,-8.15
Andropogon chinensis,Ach,tropical,Panicoideae,C4,6.466667,12.633333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.333333,13.833333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.066667,13.466667
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.35,13.25
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.316667,13.383333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.333333,13.833333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.333333,13.833333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.333333,13.833333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,8.333333,13.833333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,6.083333,11.5
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.016667,13.183333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.016667,13.183333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.016667,13.183333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.35,14.333333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.25,0.75
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.25,0.75
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.316667,1.366667
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.019722,-3.211111
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.401667,-2.312222
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.411111,-2.268611
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.413889,-2.268333
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.25,0.75
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.25,0.75
Andropogon chinensis,Ach,tropical,Panicoideae,C4,12.066667,0.35
Andropogon chinensis,Ach,tropical,Panicoideae,C4,12.066667,0.35
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.25,0.75
Andropogon chinensis,Ach,tropical,Panicoideae,C4,-19.8167,21.1
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.3,-3.6
Andropogon chinensis,Ach,tropical,Panicoideae,C4,9.733,-2.866
Andropogon chinensis,Ach,tropical,Panicoideae,C4,11.166,-1.466
Andropogon chinensis,Ach,tropical,Panicoideae,C4,10.983,-5.033
Andropogon chinensis,Ach,tropical,Panicoideae,C4,12.483,-12.233
Andropogon gerardii,Age,cold,Panicoideae,C4,41.311114,-89.03606
Andropogon gerardii,Age,cold,Panicoideae,C4,32.333475,-89.442478
Andropogon gerardii,Age,cold,Panicoideae,C4,42.064068,-87.675271
Andropogon gerardii,Age,cold,Panicoideae,C4,36.211813,-97.09715
Andropogon gerardii,Age,cold,Panicoideae,C4,41.581539,-87.766441
Andropogon gerardii,Age,cold,Panicoideae,C4,32.690453,-97.454392
Andropogon gerardii,Age,cold,Panicoideae,C4,41.6796,-92.8603
Andropogon gerardii,Age,cold,Panicoideae,C4,45.401739,-93.199449
Andropogon gerardii,Age,cold,Panicoideae,C4,45.401526,-93.198624
Andropogon gerardii,Age,cold,Panicoideae,C4,29.607578,-98.436424
Andropogon gerardii,Age,cold,Panicoideae,C4,38.937177,-77.266206
Andropogon gerardii,Age,cold,Panicoideae,C4,34.426145,-97.136023
Andropogon gerardii,Age,cold,Panicoideae,C4,41.575592,-87.764082
Andropogon gerardii,Age,cold,Panicoideae,C4,43.674655,-89.376738
Andropogon gerardii,Age,cold,Panicoideae,C4,43.198648,-89.189772
Andropogon gerardii,Age,cold,Panicoideae,C4,43.417387,-79.778267
Andropogon gerardii,Age,cold,Panicoideae,C4,29.784105,-98.709369
Andropogon gerardii,Age,cold,Panicoideae,C4,32.661113,-97.223674
Andropogon gerardii,Age,cold,Panicoideae,C4,31.638441,-86.437729
Andropogon gerardii,Age,cold,Panicoideae,C4,40.865656,-73.807911
Andropogon gerardii,Age,cold,Panicoideae,C4,48.288888,-99.437635
Andropogon gerardii,Age,cold,Panicoideae,C4,,
